,company_name,position_name,language,education,experience,responsibility,personality
208,UWV,Business Consultant HRM,Dutch,Bachelor or master,"ervaring met business analyse technieken en methodieken gericht op modelleren en evalueren van de bedrijfsvoering; bij voorkeur ervaring met informatieanalyse technieken: verander- en probleemanalyse en consequentiestudie, impactanalyse en met informatie- en gegevensmodellen; bij voorkeur ervaring met de beginselen van BI/datagedreven werken- en businessarchitectuur en inrichtingsprincipes; ervaring en/of interesse in het agile werken",Unknown,"zelfstarter, gretig, energiek"
209,UWV,Senior Architect,Dutch,Unknown,Minimaal 4-5 jaar werkervaring als (dan wel in de rol van) senior architect of een vergelijkbare functie; minimaal 2-3 jaar werkervaring in grote organisaties met een zware administratieve component; ervaring met integratie-aspecten; ervaring in publieke sector en bij voorkeur ook een andere sector; ervaring met inzet van standaardapplicaties in een divers applicatielandschap,Unknown,Unknown
210,UWV,Enterprise Architect,Dutch,HBO/WO niveau aangevuld met passende opleidingen en certificaten in architectuur,"ervaring in het modelleren van de basis- en doelarchitectuur in Archimate; ruim 5 jaar ervaring met (doel) architectuur gedreven ontwikkelingen en bij voorkeur opgedaan binnen een grote administratieve organisatie of bij een gespecialiseerd IT-adviesbureau; ervaring met integrale dienstverlening, softwareontwikkeling en SaaS/PaaS",modelleren van basis- en doelarchitectuur; documenteren van IT-richtlijnen en architectuur; vereenvoudigen van IT-complexiteit voor stakeholders; ,Unknown
211,UWV,Unknown,Dutch,Unknown,"Minimum 10 years of experience as a lead architect, senior enterprise architect, or similar role; Minimum 7 years of experience in large organizations with a heavy administrative component; Experience in the public sector; Experience with the implementation and introduction of standard applications in combination with custom solutions; Experience in leadership; Experience in roles other than purely technical.",Unknown,Unknown
212,Yacht B.V.,Senior Informatie Analist,Dutch,Completed HBO education (Higher Professional Education),Minimum 4 years of experience as an Information Analyst,"Performing varied assignments as a Senior Information Analyst for clients such as UWV, DUO, TNO, Hogeschool Utrecht, and Defensie; Further developing expertise.",Unknown
213,UWV,Coordinator IB&P (Information Security and Privacy),Dutch,HBO/WO level education,Minimum 2 years of demonstrable knowledge/experience in the field of information security,Unknown,"Excellent communication skills, both oral and written"
214,Gemeente Roosendaal,Unknown,Dutch,Completed HBO education,Demonstrable experience with the management and setup of the Zaaksysteem (case management system),Unknown,Understanding of the importance of the system for the service provision and business operations of the organization; Affinity with processes
215,Hyster-Yale Nederland B.V.,Senior Software Engineer C#.NET,English,Unknown,5+ years of experience with C#; ASP.NET MVC and WebForms; Javascript; HTML5; Microsoft SQL Server and PL/SQL; Entity Framework; Azure DevOps; Git,Unknown,Unknown
216,Randstad Digital B.V.,Unknown,Dutch,HBO level,"Minimum 5 years of experience with VMware and the latest versions of vSphere (version 7 and up); Experience with VMware NSX (Networking and Security Virtualization) and SDN; Experience with automation, including the use of tools such as Ansible and PowerShell",Working on state-of-the-art and advanced techniques; Understanding complex technical information quickly and identifying potential bottlenecks; Discussing potential issues; Thinking in solutions and conveying advice clearly and convincingly; Managing time pressure and changes; Working in a multidisciplinary team using an agile approach.,"Able to quickly understand complex technical information, proactively identify and discuss potential bottlenecks, think in solutions, convey advice clearly and convincingly, handle time pressure and changes, and enjoy working in a multidisciplinary team using an agile approach."
217,Vanderlande Industries B.V.,Unknown,English,Unknown,At least 5 years working experience as a frontend software engineer,Participating in software development and design for a large and complex product; Creating detailed application designs and implementing them; Supporting testing and integration of SW Components; Being a committed team player in an Agile (Scrum or Kanban) team; Taking part in continuous improvement through sharing of knowledge and improvement points within the teams,Pro-active and solution-driven; Agile mindset (working with SAFe) and Team player; Quality mindset
218,Koninklijke KPN N.V.,Unknown,Dutch,HBO+/WO level,Minimum 5 years of experience in customer-focused IT environments and third-party management; Above-average knowledge of digital communication,"Making a vision, strategy, and/or direction concrete; Focusing and challenging the environment to work on the right subject at the right time; Working methodically towards the desired result; Maintaining an overview in operational situations; Developing, building, and monitoring digital resident journeys and order chains; Ensuring that customer contact channels can better help customers; Developing e-learning or resolving frequently submitted complaints; Initiating improvement initiatives, experimenting within systems, and researching new approaches.","Connector; Able to make a vision, strategy, and/or direction concrete; Focused; Courageous; Methodical; Able to maintain an overview; Aware of the impact on the chain; Persistent; Able to substantiate observations and feedback; Inspirational; Trusting; Maintains relationships well; Persuasive; Empathetic; Involved; Open; Respectful"
219,Koninklijke KPN N.V.,Unknown,English,Unknown,3-5 years of knowledge of/experience with technical information security; 3-5 years of knowledge of/experience with security tooling like Endpoint Protection and hardening agent (Micro trend and Qualys VMDR); 3-5 years of knowledge of/experience with ISO27001 + ISO27002; 3-5 years of knowledge of/experience with delivering/writing audit-proof documentation; Experience in translating security measures/guidelines/requirements into technical implementation; Experience in creating a design for the (technical or process) implementation of security policies in a complex environment; Experience with the auditable (demonstrable) setting up of security policy (Design - Existence - Operation); Knowledge of KPN Security Policy (KSP); Experience level IT architect,"Translating security measures/guidelines/requirements into technical implementation; Creating a design for the (technical or process) implementation of security policies in a complex environment; Guiding and motivating team members during implementation; Creating procedures, work instructions, recurring activities + associated documentation",Team player; Pragmatic
220,Gemeente Helmond,Decentrale Security en Privacy Officer,Dutch,Unknown,Unknown,Providing requested and unsolicited advice on processes related to civil registration and communication; Gathering evidence for ENSIA (ISO27001) regarding Suwinet and I-burgerzaken applications; Completing the ENSIA accountability list; Reviewing department-specific procedures based on BRP policy rules; Preparing DPIAs in the IRPA application; Preparing risk analyses; Maintaining the processing register in the Blue Dolphin application,Unknown
221,de Rechtspraak,Unknown,Dutch,"HBO opleiding Business ICT Management, Bedrijfskunde or comparable",At least three years of relevant work experience with demonstrable experience in IT management,Strategic IT advisory function; direct relationship with the managerial portfolio holder IV and the IV implementation coordinator; functional relationship with colleagues from IVO; contributing to efficient and high-quality jurisprudence.,"Persuasive, entrepreneurial, stakeholder management skills"
222,Gemeente Den Haag,Cloud DevOps Engineer,Dutch,HBO work and thinking level,"Between 5 and 10 years of work experience in ICT; knowledge and experience with Azure, Azure DevOps and Infrastructure as Code (ARM) and Automation","Focus on Dev, addressing complex issues in development projects;  implementing development projects; working in a Scrum and DevOps team; performing complex updates and upgrades; seeking opportunities for self-development.",Passionate about Cloud; proactive and positive attitude; willing to share knowledge; flexible; able to solve complex problems; strong analytical and communication skills
223,Argenta Nederland,Unknown,Dutch,Academic work and thinking level,>5 years of leadership experience; >8 years of broad IT & Data knowledge in the financial sector; extensive experience with Azure/Cloud,Strategic leadership role; translating strategy into concrete actions; communication with stakeholders; strong conversations with suppliers; end-to-end responsibility.,"Strategic vision; decisive communicator; able to convey wishes and expertise clearly; connects with stakeholders; executive strength; balances IT technical capabilities and strategic priorities; balances change and stability; balances customer journey, employee experience, compliance, and pragmatic solutions."
224,Stichting Slachtofferhulp Nederland,Functioneel teamlead,Dutch,HBO work and thinking level,Experience with (functional) supervisory tasks; experience with Agile working; experience working in an information provision department; some years of technical IT experience is a plus,Unknown,Unknown
225,Randstad Groep Nederland B.V.,Software Tester,Dutch,HBO/WO work and thinking level,Minimum 3 years demonstrable experience as a software tester in an international Agile environment; knowledge of and experience with functional testing,Leading all aspects of functional testing; contributing to a global r-one product localized to work within the current integrated application landscape; ensuring that new versions can be rolled out quickly and in a controlled manner while maintaining quality; performing smoketests (approximately once a month).,"Experienced, enthusiastic, hands-on, proactive, strong communication skills, structured, critical, team player, able to work independently, flexible regarding working hours"
226,Randstad Groep Nederland B.V.,Software Tester,Dutch,HBO/WO work and thinking level,Minimum 3 years demonstrable experience as a software tester in an international Agile environment; knowledge of and experience with functional testing; experience with Jira software (Atlassian),Leading all aspects of functional testing; contributing to a global r-one product localized to work within the current integrated application landscape; ensuring that new versions can be rolled out quickly and in a controlled manner while maintaining quality; performing smoketests (approximately once a month); working 2 days a week in the Diemen office.,"Experienced, enthusiastic, hands-on, proactive, strong communication skills, structured, critical, team player, able to work independently, flexible regarding working hours"
227,Koninklijke Luchtvaart Maatschappij N.V.,Unknown,Dutch,HBO+ or academic education with demonstrable professional expertise in a field; preferably HBO or WO education in ICT,Several years of experience in project management; experience in project and change management methodologies,Managing projects with a demonstrable impact on divisional results in the short term; managing 1 to 2 projects consisting of multiple components/phases in the medium term (1/2 to 1 year); advising stakeholders and management; coordinating projects involving representatives from other disciplines.,Experienced advisor; able to persuade on business grounds;  full mastery of a field
228,Yacht,Senior Information Analyst,Dutch,Completed HBO education (or equivalent),Minimum 4 years of experience as an Information Analyst,"Connecting and translating to functional and data models; applying methods and techniques for modeling business architecture, business processes, ICT architecture, and ICT processes; working with application development methods, techniques, and standards and common data modeling.",Unknown
229,Yacht,Experienced Business Consultant IT,Dutch,Completed HBO education (or equivalent),"Minimum 3 to 5 years of experience as a Business Consultant IT; experience in leading complex, strategically oriented IT organizational change and implementation projects","Leading complex, strategically oriented IT organizational change and implementation projects; applying methodical approaches to research and consulting using relevant methods, techniques, and tools.",Unknown
230,Carl Zeiss B.V.,Unknown,Dutch,Bachelor's degree,2-3 years of experience in database administration,Maintaining data; creating new applications; contributing to innovations,Good written and verbal communication skills in English
231,Gemeente den Haag,UC Specialist,Dutch,Completed HBO/WO education in the field of Informatics,"Minimum 5 years of work experience in IT/Telecom; Knowledge and experience with Cisco Call Manager and Avaya Aura Contact Center is a must; Experience with service provision in the field of Unified Communications is a must; Knowledge and experience with MS Teams Phonesystem and Cloud Contact Center systems is a plus; Knowledge and experience with Cisco Call Manager, MS Teams Phone and Storm is a plus",Unknown,Enthusiastic; Proactive; Can-do attitude; Positive mindset; Strong communication skills
232,Gemeente den Haag,UC Specialist,Dutch,Completed HBO/WO education in the field of Informatics,"Minimum 5 years of work experience in IT/Telecom; Practical experience with the implementation of Unified Communications and familiarity with business telephone systems, VoIP, SIP, Session Border Controllers, PABX systems and audio/video conferencing technology, instant messaging and presence is a must; Knowledge and experience with Microsoft 365 technology, including Teams Phonesystem, in an Enterprise organization and you possess relevant Microsoft 365 certifications; Knowledge and experience with Cisco Call Manager and Avaya Aura Contact Center is a plus",Unknown,Enthusiastic; Proactive; Can-do attitude; Positive mindset; Strong communication skills
233,Yacht,Unknown,Dutch,Completed HBO/WO-level education,Minimum 5 years of experience in strategy consulting/coaching of management teams and organizations,Unknown,"Customer-oriented; Strong storytelling skills; Consultancy skills; Coaching abilities; Agile; High emotional intelligence;  Analytical;  Helicopter view;  Courageous;  Able to enthuse and confront people respectfully;  Able to connect people; Strong stakeholder management skills at senior/executive board level;  Identifies bottlenecks, provides advice and tools to solve and implement them and helps secure them"
234,DAF Trucks N.V.,Software Engineer,English,"Bachelor's or master's degree in software engineering, Informatics, Computer Science, or equivalent","Knowledge and experience with Agile; Familiar with software development principles (e.g., domain-driven design)",Unknown,Agile learner; Actively seeks feedback; Focus on software quality (SOLID); Communicative and proactive; Takes initiative; Good sense of responsibility; Proactive attitude; Fluent in English (written and verbal)
235,Vodafone Europe B.V.,Customer Engineer,Dutch,MBO+ / HBO level,Minimum three years of work experience in a similar position within the telecom sector,Unknown,Customer-oriented;  Sharp analytical skills; Independent; Flexible (able to work outside of office hours); Excellent communication skills (Dutch and English)
236,Unknown,Data Engineer,Dutch,"Completed HBO education (e.g., ICT, Informatics) or comparable work and thinking level gained through experience","Sufficient, preferably extensive, experience with data engineering; Experience managing an integration facility and data warehouse; Extensive experience with application integration in a municipal application landscape and accessing basic and core registrations; Experience with important message standards such as StUF (SOAP/XML) and the ebMS interface for governments; Experience with SQL (Oracle), Webservices (REST and SOAP), and working with PKI certificates; Knowledge of Common Ground APIs is a plus; Preferably also knowledge of the Neuron Integration Platform and the Neuron Data Warehouse",Unknown,Communicative; Analytical; High adaptability; Strong conceptual and creative in devising technical solutions; Team player; Sets high standards for the quality of work
237,Wolters Kluwer Technology B.V.,Executive Personal Assistant/Project Administrator,English,"HBO degree, secretarial and/or project administration",At least 8 years of experience in a (complex) international matrix organization; Solid experience as executive personal assistant or similar experience; Experience with project administration and/or project support; Experience with a purchase order/financials system is a plus,Unknown,Organizationally sensitive; Takes initiative; Outgoing; Independent; Able to manage a job from start to finish; Sees the bigger picture; Balances important and urgent matters; Multi-level communicator; Manages expectations; Stress-resistant; Service- and support-oriented; Quality-aware; Detail-oriented; Creates trust; Learning attitude; Not afraid to fail fast and improve; Comfortable validating and alerting others; Well-organized; Highly flexible; Maintains confidentiality; Team player; Proactive; Anticipating; Self-employed attitude; Willing to take responsibility; Fluent in Dutch and English (another European language is a plus); Proficient in MS Office; IT knowledge is a plus
238,Gemeente Den Haag,Project Leader Information Management,Dutch,Minimum HBO work and thinking level,Minimum 1 to 3 years of work experience as a project leader in the field of information management,Unknown,Team player; Inspirational; Able to connect different departments; Positive influence; Strong communication skills; Deep knowledge of information management and information governance; Up-to-date on latest developments in the field; Able to assess the consequences of choices for the organization and its work processes
239,Gemeente Den Haag,Project Leader Information Management,Dutch,Minimum HBO work and thinking level,Minimum 1 to 3 years of work experience as a project leader in the field of information management,Unknown,Team player; Inspirational; Able to connect different departments; Positive influence; Strong communication skills; Deep knowledge of information management and information governance; Up-to-date on latest developments in the field; Able to assess the consequences of choices for the organization and its work processes
240,Gemeente Den Haag,Project Leader Information Management,Dutch,Minimum HBO work and thinking level,Affinity with the field of information management,Unknown,Team player; Inspirational; Able to connect different departments; Positive influence; Strong communication skills; Deep knowledge of information management and information governance; Up-to-date on latest developments in the field; Able to assess the consequences of choices for the organization and its work processes
241,Gemeente Den Haag,Unknown,Dutch,HBO work and thinking level,"Minimum 4 years of experience managing ICT issues (municipal experience is a plus); demonstrable experience as a Problem Manager at a tactical/strategic level; demonstrable experience in designing, improving, and managing the Problem Management process, preferably within a municipal organization; experience with Kaizen and LEAN/Six Sigma is a plus; experience securing a Problem process in an Agile environment.","Designing, improving, and managing the Problem Management process; managing ICT issues; working with stakeholders; achieving results in a flexible manner; securing a Problem process in an Agile environment.","Structured, analytical, communicative, pleasant conversationalist, hands-on mentality, flexible, social, quickly builds relationships, solution-oriented, resilience, ability to put things into perspective, collegiality, good sense of humor."
242,Yacht Inhouse Services B.V.,Unknown,Dutch,Unknown,Experience with reporting tools is a plus; possessing a knowledge network around data analysis.,Unknown,Enthusiastic about data issues; able to work independently; communicative; good knowledge of the Dutch language (spoken and written).
243,Philips Medical Systems Nederland B.V.,Unknown,English,Unknown,Experience with MBSE; Medical device or regulated industry; Implementation of system design,Unknown,Unknown
244,UWV,Business Consultant HRM,Dutch,Bachelor or master's degree,"Experience with business analysis techniques and methodologies focused on modeling and evaluating business operations; preferably experience with information analysis techniques: change and problem analysis and consequence study, impact analysis and with information and data models; preferably experience with the principles of BI/data-driven working and business architecture and design principles; experience and/or interest in agile working.",Unknown,"Self-starter, eager, energetic, able to identify the underlying question."
245,YACHT,Project Manager or Program Manager,Dutch,HBO degree,Several years of demonstrable experience as a Project Manager or Program Manager in IT environments in the business sector; experience with the government is a plus.,Unknown,"Connecting, expert, decisive, motivated to develop oneself."
246,Gemeente Breda,ICT Beheerder,Dutch,HBO work and thinking level in Information Technology,Several years of experience as an ICT administrator in a complex IT environment; extensive knowledge and practical experience with (operational) technical server management and ITIL processes; experience handling reports and changes via Topdesk.,Unknown,Unknown
247,Optimo Business Services B.V.,Allround ICT Beheerder,Dutch,HBO work and thinking level,"Minimum 3 years of relevant work experience, mainly with Exact Software",Effectively deploying and (re)designing ERP or (part) applications; working on a great product; ensuring quality.,"Independent, proactive, natural drive to do things well, affinity with a production environment, conceptual and analytical thinking, good at planning and organizing."
248,Yacht B.V.,Interim Professional,Dutch,Unknown,Unknown,Working with various clients; conducting many and varied conversations with clients and stakeholders; adapting to clients and maintaining contact with their stakeholders; bringing new ideas and initiatives; expanding our network.,"Communicative, flexible, proactive, interested in people, technology, and processes."
249,Yacht B.V.,Interim Professional,Dutch,Unknown,Unknown,Working with various clients; conducting many and varied conversations with clients and stakeholders; adapting to clients and maintaining contact with their stakeholders; bringing new ideas and initiatives; expanding our network.,"Communicative, flexible, proactive"
250,Yacht B.V.,Informatie Analist,Dutch,"Completed HBO IT education, preferably in Business Informatics","Demonstrable recent work experience as an Information Analyst or similar role, preferably in the business sector (e.g., banking, insurance, energy, and/or telecommunications)",Working with various clients; conducting many and varied conversations with clients and stakeholders; adapting to clients and maintaining contact with their stakeholders; bringing new ideas and initiatives; expanding our network.,"Communicative, flexible, proactive, excellent command of Dutch and English (written and spoken)"
251,Yacht B.V.,Unknown,Dutch,Unknown,Unknown,"Working with various clients, conducting many and varied conversations with clients and stakeholders, adapting to clients, maintaining contact with stakeholders, bringing new ideas and initiatives, expanding the network.","Communicative, flexible, proactive, initiative-taking"
252,UWV,Bedrijfsarchitect,Dutch,Unknown,3 years experience as a business architect or similar role; experience in business processes and applications,Unknown,"Client-focused, results-oriented, persuasive, impactful, excellent communication skills (listening, engaging others, explaining complex matters clearly to people at all levels, including outside the IT domain)."
253,Yacht,Tester,Dutch,HBO or WO degree,"Minimum two years of experience as an Agile tester, preferably in an Agile or DevOps environment",Unknown,Unknown
254,Stichting Stimuleringsfonds Volkshuisvesting Nederlandse Gemeenten,Unknown,Dutch,Minimum HBO degree,"Minimum 3 years experience as a Product Owner, project and/or process manager; experience with overarching ICT and business projects; experience with internal and external stakeholder management; experience working in a complex environment, preferably within financial services; experience with department-crossing IT issues.","Bringing parties together, forming alliances, acting as a networker, contributing to the sustainability of the Netherlands and improving the quality of living and housing.","Enthusiastic, results-oriented, strong, excellent communication skills, solution-oriented, inspiring, persuasive, driven to contribute to sustainability and improved quality of life."
255,Verpleegkundigen & Verzorgenden Nederland (V&VN),Coordinator ICT/Informatie Management,Dutch,HBO/WO work and thinking level,Minimum 5 years of experience as a Coordinator/working foreman; proven success in leading organization-wide ICT projects; experience with (agile) project management; experience with management organization based on ITIL and BiSL,Giving shape to the digitization strategy of the V&VN association; creating support and getting the organization involved in changes.,"Human-oriented ICT professional; with vision, personality, and clear communication; able to create consensus and involve the organization in changes."
256,Technische Unie B.V.,Unknown,Dutch,HBO/WO degree,"Proven knowledge and experience in setting up processes and process optimization; experience with SAP is a must; relevant experience as IT architect, Enterprise architect, or Business Process architect.",Unknown,"Bold, daring, adaptable, commercially minded, analytical, client-focused, results-oriented, connector"
257,Bedrijfsvoeringsorganisatie West Betuwe,Unknown,Dutch,Relevant HBO education,Minimum 3 years of experience in a comparable position within a municipality or joint municipal authority,Unknown,Unknown
258,Royal Reesink B.V.,Project Manager,Dutch,HBO work and thinking level,"Experience with implementations, Azure cloud migration, infrastructure, and workplace management; knowledge of ERP and CRM is a plus",Leading various IT projects; contributing to the optimization of the entire IT landscape within Royal Reesink.,"Good conversationalist, proactive, persuasive, motivating, analytical, decisive, results-oriented"
259,Argenta Spaarbank NV,Unknown,Dutch,Completed HBO education,"Demonstrable work experience in an IT environment, ideally in a banking or mortgage environment",Unknown,Ability to understand and manage requirements
260,Yacht B.V.,Functioneel (applicatie)beheerder,Dutch,"MBO4 degree in IT (Informatics, BIM, Business & IT, or similar)",Demonstrable work experience in a comparable role as a functional (application) administrator,Unknown,Unknown
261,DAF Trucks N.V.,Unknown,Dutch,HBO or WO degree,"Experience with technologies such as SQL, Excel/Power BI and SSRS is preferred.","Providing new insights based on data to solve complex problems; monitoring, reporting, and analyzing various data sources within DAF to contribute to increasing uptime, reducing downtime, maintaining a good dealer network, and ensuring accurate financial forecasting of repair and maintenance and warranty contracts.","Strong, good communication skills, creative, and a team player"
262,FrieslandCampina Cheese & Butter B.V.,Unknown,Dutch,"University degree in finance, administration, or business economics",Minimum 3 to 6 years of relevant work experience; experience in a production environment is a plus,Unknown,"Good communication skills, able to explain financial data to non-financials; eager to learn and curious; able to work independently and in a team; clear affinity with systems (HFM, SAP, BW, MS Office)"
263,ING Bank N.V.,Unknown,English,"Master's degree in analytics, mathematics, or econometrics","Experience with querying languages (e.g., SQL, SAS), preferably with dashboarding tools (e.g., Cognos, PowerBI); experience in making analyses and sharing results with impact; transforming data into insights and presenting them understandably; using customer and other data to substantiate decisions; managing stakeholders at different levels; experience with agile working is beneficial.",Unknown,Analytically strong; customer-oriented; can-do mentality; quick learner; actively seeks help and feedback; comfortable giving feedback
264,Yacht,Unknown,English,"Bachelor's degree or higher in Computer Science, Software Engineering, or Information Technology","At least 4 years of experience as a Software Tester in a complex software development organization; automated testing in Java using Selenium; several test techniques; Agile methodologies; continuous integration (Maven, Grunt, Jenkins, Git, Nexus, Docker); database technology (PostgreSQL, MySQL); Linux.",Unknown,Highly motivated to learn new topics and technologies; team player; effective communicator with technical and non-technical colleagues; fluent in English
265,DAF Trucks,Unknown,English,Bachelor or Master level in business and information analysis,Experience working with stakeholders; using structured methods to guarantee embedding in the organization and correct documentation.,Maintaining and extending IT systems related to quotation and contract handling for repair and maintenance.,"Able to function effectively in a dynamic, high-demanding environment; quick learner; fluent in English and Dutch"
266,DAF Trucks N.V.,Project Manager Global Connected Services,English,"Master's degree in information technology, technical business administration, computer science, or engineering","At least 10 years of experience as a project manager with demonstrated achievements in complex, multidisciplinary technology programs/projects; business acumen and domain knowledge of automotive engineering and connected services; familiarity with PMBoK and preferably certified (PMI PMP, IPMA, Prince2, SAFe, PAL-e); experience in hybrid/agile projects; automotive experience is a must.","Implementing Connected Services within the PACCAR network; defining Connected Services/Features for customers, dealers, and PACCAR internal organizations; ensuring services are delivered with the right quality and transferred for market introduction; working on implementing OTA (Over the Air) related services for software updating of vehicle systems.",Enthusiastic; result-oriented; proactive; excellent communication skills; analytically trained; structured approach; team builder; customer-oriented; persuasive; decisive; proficient in English and related business terminology
267,DAF Trucks,Unknown,Dutch,"HBO or Academic degree (e.g., Business Informatics)",Knowledge of system development and implementation procedures,"Implementing, managing, and developing dealer applications for PACCAR Parts Europe and DAF After Sales; managing approximately 60 applications and supporting various project teams.",Finds fulfillment in helping customers and colleagues; quickly masters processes/systems; strong analytical skills and resourcefulness; enthusiastic and collegial; excellent teamwork skills; driven to make improvements; easily switches between different (complex) subjects; communicative; proficient in Dutch and English (written and spoken)
268,DAF Trucks,Unknown,English,Bachelor or Master level in business and information analysis,Extensive experience in business and information analysis; experienced working with internal and external stakeholders; using structured methods to guarantee embedding in the organization and correct documentation.,Maintaining and extending IT systems related to Claims Handling and Road Side Assistance.,Proactive and persevering
269,Gemeente Groningen,Programmamanager,Dutch,"Completed relevant education, preferably in business administration, innovation management, or information technology",Experience with project management and innovation,"Leading and motivating a team to success; communicating effectively with stakeholders; managing changes and priorities; meeting deadlines and ensuring quality; working on innovation and process improvement within the Finance, Procurement, and Legal Affairs departments; contributing to efficient and effective municipal service delivery.","Strong leader with a clear vision; effective communicator; flexible; problem-solving skills; affinity with legal, financial, and procurement processes"
270,DAF Trucks N.V.,Senior Test Engineer,English,Degree in information technology related field is preferred,"Proven knowledge and experience in latest theoretical and technological developments in testing; testing of service-oriented systems, including services without graphical user interfaces; testing systems with complex architecture and landscapes; Azure DevOps; SQL Management Studio, Visual Studio, and Postman",Unknown,"Enthusiastic, energetic, strong analytical skills; able to maintain project oversight and plan work accordingly; able to translate ideas and concepts into a usable testing strategy; understands conceptual architecture; creative; able to set up a smart test environment; pragmatic"
271,DAF Trucks N.V.,Unknown,English,Bachelor IT level,approximately 5 years experience,Unknown,Unknown
272,DAF Trucks N.V.,Unknown,English,"Bachelor or Master Degree in Business Administration, Marketing, Technology or a relevant other business field",Minimum of 3 years of experience in an analytical role in a dynamic commercial environment,Unknown,"ambitious, takes initiative, works independently, self-starter, hands-on mentality, demonstrates ability to achieve results, shows perseverance, outstanding communication skills"
273,DAF Trucks,Unknown,English,HBO/WO level in computer science,"At least 5 years of professional and specialized knowledge in the field of software test automation, preferably in the automotive industry",Unknown,"communicative, decisive, socially skilled, able to act at all levels"
274,DAF Trucks,Unknown,English,"Informatics, Computer Science or equivalent","3-5 years with: Docker/Kubernetes, Troubleshooting (performance tuning / issue resolution), Cloud development (Azure & AWS), Developing microservices (Python, Java, C#).  Preferred experience with: Authentication & Authorization, Agile Software Development, ElasticSearch, Observability Visualization (Kibana, Grafana)",Unknown,Unknown
275,DAF Trucks,Unknown,English,Bachelor or master degree,"5+ years as a Scrum Master, Experience with value streams and complicated organization",Unknown,Unknown
276,TKP Pensioen B.V.,Functioneel Beheerder,Dutch,Unknown,Unknown,"performs, coordinates, and/or supervises user testing; performs incident analysis and recovery actions; organizes demos for users and supports them in performing their work; performs production checks after delivery of new products, services, and services; supports construction, (chain) test design and other testing activities.",Unknown
277,Yacht,Unknown,Dutch,Unknown,Minimum 7 years of experience as a Project Manager within medium-sized companies; experience with a workplace to the cloud project,Unknown,"highly communicative (for Stakeholder Management), able to convince users of the benefits of the new environment, familiar with developing inventive learning methods"
278,Yacht,Project Manager,Dutch,Unknown,Minimum 7 years of experience as a Project Manager within medium-sized companies; experience with a workplace to the cloud project,Unknown,"Highly communicative (for Stakeholder Management), able to convince users of the benefits of the new environment, familiar with developing inventive learning methods, preferably experienced in an Agile environment."
279,Knab,Unknown,Dutch,Unknown,"Minimum 10 years of relevant work experience in a regulated/financial environment and in-depth knowledge of CRM systems and operational processes; experience in drawing up requirements for operational processes and liaising with business stakeholders; experience and/or affinity with domain integrations (APIs, events, etc.) between various internal & external systems, creating reports and process management, both from a business and an IT perspective",Unknown,Strong analytical and conceptual skills; able to solve complex problems and contribute new ways of thinking
280,PVH Europe B.V.,Unknown,English,Unknown,Unknown,"Structure and maintain strong relationships with the PVH Europe Omnichannel teams; advise key stakeholders & leadership on best approaches towards solving complex (data related) challenges; translate objectives into measurable KPIs that integrate into PVH Europe's Enterprise Performance Analytics framework; translate requirements into manageable agile sprint deliveries and organize a well-structured backlog; lead the development team of backend (BW/HANA) and frontend (Tableau) developers; follow a (version of) understand, hypothesize, validate, design, validate, develop, validate, deploy & learn flow; keep up to date with developments in the operational source systems and new integrations, to functionally lead the enablement of new and improved analytics and reporting.",Unknown
281,Yacht,Unknown,Dutch,HBO work and thinking level; Completed relevant ICT education,"Multiple years of knowledge and experience with VDI, Citrix, MS Teams, Ivanti, and FSLogix; Preferably knowledge of O365, Azure, Powershell, and Windows 10/11; Experience with agile working","Inspiring the team with new developments in the workplace and devices; Proposing new ideas and developing them with the team, prioritizing security and privacy; Leading and facilitating architecture discussions; Accurately, methodically, and structurally performing tasks; Working independently and in a team; Giving and receiving feedback; Executing tasks with enthusiasm;  Working under pressure and outside office hours as needed.",Inspiring; Proactive; Opinionated; Accurate; Planned; Structured; Flexible; Team player; Independent; Open to feedback
282,DAF Trucks N.V.,Unknown,English,Master degree in Business Science/Economics or similar education and level,"A minimum of 5 years experience in IT with (re)design of business processes and systems, in After Sales Environment in an automotive or Technical Asset Production company",Unknown,"Strong analytical skills; Ability to analyze complex processes and provide alternatives and solutions; Strong organizational, interpersonal & communication skills; Ability to motivate team members & support decision-making"
283,PVH Europe B.V.,Unknown,English,Unknown,Unknown,- Support the teams in agile test automation (as per the clients framework); - Review and analyze requirements and (technical) system specifications; - Collaborate with developers to develop effective test strategies and plans; - Assist with the creation of test scenarios; - Execute test cases (manual or automated) and analyze results; - Evaluate product code according to specifications; - Create logs to document testing phases and defects; - Report bugs and errors to development teams; - Help troubleshoot issues; - Conduct post-release/ post-implementation testing; - Work with cross-functional teams to ensure quality throughout the agile development lifecycle; - Assist the QA Community with the ongoing development of the Automated Test Framework; - Assist the QA Community with ongoing improvements to QA processes,Unknown
284,Knab,QA Engineer,English,Unknown,Several years working experience in test automation; Experience within Agile environments (SCRUM/Kanban); Experience with CICD tooling (Azure DevOps) and Cloud Platforms (AWS); Experience with performance testing tools (JMeter) or other frameworks is welcome,Unknown,Unknown
285,National Online Bank,QA Engineer,English,Unknown,Several years working experience in test automation; Experience within Agile environments (SCRUM/Kanban); Experience with CICD tooling (Azure DevOps) and Cloud Platforms (AWS); Experience with performance testing tools (JMeter) or other frameworks is welcome,Unknown,Unknown
